year,month,day,hour,temperature
2012,2,7,0,4.852264189
2012,2,7,1,4.738598514
2012,2,7,2,4.643628319
2012,2,7,3,4.518353338
2012,2,7,4,4.398131258
2012,2,7,5,4.312595395
2012,2,7,6,4.10521222
2012,2,7,7,4.40353996
2012,2,7,8,4.808482216
2012,2,7,9,5.117722653
2012,2,7,10,5.525828189
2012,2,7,11,6.110638793
2012,2,7,12,7.042088635
2012,2,7,13,7.593575772
2012,2,7,14,6.7175335
2012,2,7,15,7.346300914
2012,2,7,16,6.508238191
2012,2,7,17,6.783110287
2012,2,7,18,5.509665819
2012,2,7,19,5.174224917
2012,2,7,20,5.355634918
2012,2,7,21,5.239322275
2012,2,7,22,5.455501695
2012,2,7,23,4.590081953
2012,2,8,0,4.068820661
2012,2,8,1,3.981712093
2012,2,8,2,3.894852063
2012,2,8,3,3.812435686
2012,2,8,4,3.647662118
2012,2,8,5,3.534045601
2012,2,8,6,3.446880441
2012,2,8,7,3.593580404
2012,2,8,8,4.0056923
2012,2,8,9,4.271529985
2012,2,8,10,4.652553889
2012,2,8,11,5.459782812
2012,2,8,12,5.3970143
2012,2,8,13,6.65852608
2012,2,8,14,6.548387314
2012,2,8,15,5.817419228
2012,2,8,16,5.461359405
