day,month,year,no3_mgNpl
18,11,2013,2.61998231
19,11,2013,2.85902056
20,11,2013,2.86440986
21,11,2013,2.9138957
22,11,2013,2.90221118
23,11,2013,2.94401667
24,11,2013,2.92392892
25,11,2013,2.9748484
26,11,2013,1.38689372
27,11,2013,1.39523206
28,11,2013,2.29815749
29,11,2013,2.38349043
30,11,2013,2.49663461
1,12,2013,2.63696589
2,12,2013,2.46277018
3,12,2013,2.64659968
4,12,2013,2.68498007
5,12,2013,2.70002046
6,12,2013,1.45947602
7,12,2013,2.02307831
8,12,2013,2.29136307
9,12,2013,2.27191736
10,12,2013,2.36903345
11,12,2013,2.4437131
12,12,2013,2.51736239
13,12,2013,2.55440894
14,12,2013,2.58391812
15,12,2013,2.60073307
16,12,2013,2.64189743
17,12,2013,2.65372516
18,12,2013,2.66324619
19,12,2013,2.67011095
20,12,2013,2.64323808
21,12,2013,2.74835942
22,12,2013,2.64907096
23,12,2013,1.55798617
24,12,2013,2.4288883
25,12,2013,2.48759022
26,12,2013,2.57524986
27,12,2013,2.65011885
28,12,2013,2.71815641
29,12,2013,1.56366012
30,12,2013,2.29386072
31,12,2013,2.35399749
1,1,2014,2.42225662
2,1,2014,2.47169632
3,1,2014,2.53305487
4,1,2014,2.5301391
5,1,2014,2.56705329
6,1,2014,2.5752975
7,1,2014,2.6204605
8,1,2014,2.64557764
9,1,2014,2.68384356
10,1,2014,2.18582249
11,1,2014,1.6141158
12,1,2014,2.19801211
13,1,2014,2.31073606
14,1,2014,1.87332157
15,1,2014,2.35275631
16,1,2014,2.43620919
17,1,2014,2.46332763
18,1,2014,2.54211216
19,1,2014,2.58101085
20,1,2014,2.54857986
21,1,2014,2.64184431
22,1,2014,2.63091418
23,1,2014,2.63602904
24,1,2014,2.62815038
25,1,2014,2.66223741
26,1,2014,2.70306468
27,1,2014,2.73913054
28,1,2014,2.76791701
29,1,2014,2.81490061
30,1,2014,2.83757536
31,1,2014,2.87731387
1,2,2014,2.88601663
2,2,2014,2.91143541
3,2,2014,1.65008981
4,2,2014,2.54341548
5,2,2014,2.59451676
6,2,2014,2.62949013
7,2,2014,2.76366584
8,2,2014,2.77499414
9,2,2014,2.81845787
10,2,2014,2.82269982
11,2,2014,2.84403418
12,2,2014,2.83665047
13,2,2014,2.88431477
14,2,2014,2.85216721
15,2,2014,2.84992552
16,2,2014,2.83416557
17,2,2014,2.87115552
18,2,2014,2.87748938
19,2,2014,2.71194238
20,2,2014,2.91649754
21,2,2014,1.95719811
22,2,2014,2.73173937
23,2,2014,2.8405331
24,2,2014,2.87978942
25,2,2014,2.9089389
26,2,2014,2.90256416
27,2,2014,2.90996708
28,2,2014,2.91699805
1,3,2014,2.92255581
2,3,2014,2.92064853
3,3,2014,2.91802553
4,3,2014,2.91181235
5,3,2014,2.90134373
6,3,2014,2.88725393
7,3,2014,2.88650567
8,3,2014,2.87585719
9,3,2014,2.87924527
10,3,2014,2.88095512
11,3,2014,2.87222221
12,3,2014,2.22375726
13,3,2014,2.8244602
14,3,2014,2.83191343
15,3,2014,2.83376902
16,3,2014,2.82713523
17,3,2014,2.83214575
18,3,2014,2.80333625
19,3,2014,2.1797538
20,3,2014,2.8037829
21,3,2014,2.79302798
22,3,2014,2.78579346
23,3,2014,2.78249068
24,3,2014,2.77492603
25,3,2014,2.77206934
26,3,2014,2.75748512
27,3,2014,2.75044579
28,3,2014,2.74616338
29,3,2014,2.73148748
30,3,2014,2.72769182
31,3,2014,2.69588745
1,4,2014,2.71060524
2,4,2014,2.68697158
3,4,2014,2.71110796
4,4,2014,2.67461948
5,4,2014,2.67159721
6,4,2014,2.65625829
7,4,2014,2.2113166
8,4,2014,2.67094532
9,4,2014,2.64791877
10,4,2014,2.65650916
11,4,2014,2.62568038
12,4,2014,2.62058956
13,4,2014,2.61784732
14,4,2014,2.60671363
15,4,2014,1.49960903
16,4,2014,2.49742928
17,4,2014,2.53565546
18,4,2014,2.55729881
19,4,2014,2.59347399
20,4,2014,2.5922432
21,4,2014,2.6049637
22,4,2014,2.22672897
23,4,2014,2.58680165
24,4,2014,2.58720541
25,4,2014,1.8256522
26,4,2014,2.55880668
27,4,2014,2.54807361
28,4,2014,2.01763088
29,4,2014,1.46851393
30,4,2014,1.00080279
1,5,2014,1.4423448
2,5,2014,1.55791305
3,5,2014,1.62528374
4,5,2014,1.74058526
5,5,2014,1.78080128
6,5,2014,1.83152374
7,5,2014,1.73746665
8,5,2014,1.84747199
9,5,2014,1.85093065
10,5,2014,1.65764007
11,5,2014,1.76887121
12,5,2014,1.72391035
13,5,2014,1.744121
14,5,2014,1.79746575
15,5,2014,1.92697512
16,5,2014,1.21747552
17,5,2014,1.86334761
18,5,2014,1.9430279
19,5,2014,2.0360997
20,5,2014,2.1358675
21,5,2014,1.9325287
22,5,2014,2.10486461
23,5,2014,2.22488413
24,5,2014,2.2481368
25,5,2014,2.31555802
26,5,2014,2.33698951
27,5,2014,1.65107088
28,5,2014,2.20402475
29,5,2014,1.94818793
30,5,2014,2.27662036
31,5,2014,2.3693624
1,6,2014,2.43633911
2,6,2014,2.46655531
3,6,2014,2.11683839
4,6,2014,2.2358107
5,6,2014,2.05086414
6,6,2014,2.46377931
7,6,2014,2.48765059
8,6,2014,2.50715266
9,6,2014,2.4991908
10,6,2014,2.25175168
11,6,2014,1.51482091
12,6,2014,1.96343023
13,6,2014,2.099093
14,6,2014,2.4024708
15,6,2014,2.46952767
16,6,2014,2.47718638
17,6,2014,2.50873757
18,6,2014,1.31277908
19,6,2014,1.98904485
20,6,2014,2.2876316
21,6,2014,2.30241917
22,6,2014,2.37839631
23,6,2014,2.40764404
24,6,2014,2.45684143
25,6,2014,1.56393991
26,6,2014,2.37488518
27,6,2014,2.42029553
28,6,2014,2.44153014
29,6,2014,2.50774337
30,6,2014,2.49520818
1,7,2014,2.50180952
2,7,2014,2.49266496
3,7,2014,1.29445584
4,7,2014,2.22630121
5,7,2014,2.43100559
6,7,2014,2.46587807
7,7,2014,2.51108479
8,7,2014,2.09456945
9,7,2014,2.37130327
10,7,2014,2.49742861
11,7,2014,2.53804365
12,7,2014,2.53038297
13,7,2014,1.96527887
14,7,2014,1.71483575
15,7,2014,1.93824294
16,7,2014,2.4639206
17,7,2014,2.49258455
18,7,2014,2.56667775
19,7,2014,2.57384173
20,7,2014,2.58131485
21,7,2014,2.59684162
22,7,2014,2.56873834
23,7,2014,1.95370206
24,7,2014,2.57032219
25,7,2014,2.61976668
26,7,2014,2.59167844
27,7,2014,2.63580553
28,7,2014,2.63129167
29,7,2014,2.64309035
30,7,2014,2.64329961
31,7,2014,2.67754818
1,8,2014,2.68112098
2,8,2014,2.01071309
3,8,2014,1.2227551
4,8,2014,2.37082481
5,8,2014,2.41665239
6,8,2014,2.458044
7,8,2014,2.54119939
8,8,2014,2.54768192
9,8,2014,2.63986362
10,8,2014,2.6512244
11,8,2014,2.63241021
12,8,2014,1.03235811
13,8,2014,1.73624011
14,8,2014,1.85846841
15,8,2014,1.95709984
16,8,2014,2.10354335
17,8,2014,2.19388359
18,8,2014,2.23718177
19,8,2014,2.29349611
20,8,2014,2.22763627
21,8,2014,2.26046473
22,8,2014,2.28135942
23,8,2014,1.99547663
24,8,2014,2.23630041
25,8,2014,2.23813569
26,8,2014,2.33271428
27,8,2014,2.41851395
28,8,2014,2.51480496
29,8,2014,2.55567402
30,8,2014,2.61468756
31,8,2014,1.66955142
1,9,2014,2.4891727
2,9,2014,1.22418522
3,9,2014,2.40046663
4,9,2014,2.50841174
5,9,2014,2.48836318
6,9,2014,1.67110354
7,9,2014,2.61146359
8,9,2014,2.61671725
9,9,2014,2.65641551
10,9,2014,2.65145208
11,9,2014,2.69797615
12,9,2014,2.6907491
13,9,2014,2.6895111
14,9,2014,2.71204903
15,9,2014,2.68317796
16,9,2014,2.75866088
17,9,2014,2.7718853
18,9,2014,2.79497302
19,9,2014,2.82048828
20,9,2014,2.77431573
21,9,2014,2.87017038
22,9,2014,2.85889091
23,9,2014,2.87071891
24,9,2014,2.86124463
25,9,2014,1.10430649
26,9,2014,2.45710284
27,9,2014,2.62099587
28,9,2014,2.69598306
29,9,2014,2.74076162
30,9,2014,1.5539345
1,10,2014,2.71862616
2,10,2014,2.75683574
3,10,2014,2.29263661
4,10,2014,2.69746178
5,10,2014,2.7946455
6,10,2014,2.79789421
7,10,2014,1.92920204
8,10,2014,2.73471927
9,10,2014,2.75351192
10,10,2014,2.81035394
11,10,2014,1.72881639
12,10,2014,2.79561027
13,10,2014,2.77976438
14,10,2014,2.85546761
15,10,2014,1.15326471
16,10,2014,2.15762909
17,10,2014,2.29418822
18,10,2014,2.36335944
19,10,2014,2.57341673
20,10,2014,2.62021095
21,10,2014,1.40058511
22,10,2014,1.20447162
23,10,2014,2.09363143
24,10,2014,2.12420455
25,10,2014,2.230751
26,10,2014,2.30957684
27,10,2014,2.36615377
28,10,2014,2.36303485
29,10,2014,2.28778007
30,10,2014,2.41636451
31,10,2014,2.41471864
1,11,2014,2.4790012
2,11,2014,2.48169593
3,11,2014,2.50118266
4,11,2014,2.50042069
5,11,2014,2.3303824
6,11,2014,1.33319049
7,11,2014,2.34835521
8,11,2014,2.42248312
9,11,2014,2.41820578
10,11,2014,2.60130037
11,11,2014,2.61937807
12,11,2014,2.67576275
13,11,2014,2.68116115
14,11,2014,2.63967263
15,11,2014,2.74641827
16,11,2014,2.39044373
17,11,2014,1.33801549
18,11,2014,2.14104203
19,11,2014,2.22279058
20,11,2014,2.24727501
21,11,2014,2.39531969
22,11,2014,2.46820263
23,11,2014,2.40160722
24,11,2014,1.61315361
25,11,2014,2.40754434
26,11,2014,1.40718186
27,11,2014,1.68336646
28,11,2014,2.06042787
29,11,2014,2.13791784
30,11,2014,2.17845012
1,12,2014,2.19705995
2,12,2014,1.84769867
3,12,2014,2.24357631
4,12,2014,2.30547592
5,12,2014,2.32910941
6,12,2014,2.35327097
7,12,2014,2.39298616
8,12,2014,2.37866022
9,12,2014,2.40482318
10,12,2014,2.46355597
11,12,2014,2.49041368
12,12,2014,2.4986573
13,12,2014,2.63289418
14,12,2014,2.64852935
15,12,2014,2.69547354
16,12,2014,1.77718606
17,12,2014,2.48670934
18,12,2014,2.63732871
19,12,2014,2.6859785
20,12,2014,2.76109782
21,12,2014,2.77867544
22,12,2014,2.7735409
23,12,2014,2.14432221
24,12,2014,1.54445007
25,12,2014,1.94816852
26,12,2014,2.16677979
27,12,2014,2.24915791
28,12,2014,2.30098523
29,12,2014,2.39339194
30,12,2014,2.44878827
31,12,2014,2.47593746
1,1,2015,2.52694886
2,1,2015,2.54763749
3,1,2015,1.82084434
4,1,2015,1.6034941
5,1,2015,2.22860092
6,1,2015,2.26907187
7,1,2015,2.32504441
8,1,2015,2.39595831
9,1,2015,2.49820657
10,1,2015,2.52639054
11,1,2015,2.59410978
12,1,2015,1.76345682
13,1,2015,2.45566962
14,1,2015,2.51562122
15,1,2015,2.53805634
16,1,2015,2.56839132
17,1,2015,2.603792
18,1,2015,2.6250623
19,1,2015,2.69856942
20,1,2015,2.6286329
21,1,2015,2.74873597
22,1,2015,2.78950908
23,1,2015,2.16727029
24,1,2015,1.65878644
25,1,2015,2.09916769
26,1,2015,2.23015622
27,1,2015,2.41841339
28,1,2015,2.54234094
29,1,2015,2.5601277
30,1,2015,2.6649047
31,1,2015,2.67600509
1,2,2015,2.73013841
2,2,2015,1.98176149
3,2,2015,2.60505638
4,2,2015,2.66386351
5,2,2015,2.68398287
6,2,2015,2.69591543
7,2,2015,2.73801589
8,2,2015,2.77912054
9,2,2015,2.81277653
10,2,2015,2.84322299
11,2,2015,2.86107411
12,2,2015,2.77944746
13,2,2015,2.88930838
14,2,2015,2.89618841
15,2,2015,2.91511937
16,2,2015,2.93582862
17,2,2015,2.94594353
18,2,2015,2.94381748
19,2,2015,2.95810272
20,2,2015,2.94968491
21,2,2015,2.95964193
22,2,2015,2.96852242
23,2,2015,2.96450027
24,2,2015,2.97128603
25,2,2015,2.94846075
26,2,2015,2.94178375
27,2,2015,2.95369908
28,2,2015,2.94442156
1,3,2015,2.94142885
2,3,2015,2.92926699
3,3,2015,2.9263915
4,3,2015,1.67683775
5,3,2015,2.54731929
6,3,2015,2.84207044
7,3,2015,2.85597096
8,3,2015,2.88466893
9,3,2015,2.87544123
10,3,2015,1.9384254
11,3,2015,2.60147634
12,3,2015,2.78981411
13,3,2015,2.77783174
14,3,2015,1.60293296
15,3,2015,2.31049273
16,3,2015,2.39984373
17,3,2015,2.44500632
18,3,2015,2.54307548
19,3,2015,2.57537707
20,3,2015,2.59614178
21,3,2015,1.8506099
22,3,2015,2.37581455
23,3,2015,2.51087239
24,3,2015,2.5377155
25,3,2015,2.54613035
26,3,2015,1.63871902
27,3,2015,1.568195
28,3,2015,2.06689248
29,3,2015,2.14220921
30,3,2015,2.22172267
31,3,2015,2.27915436
1,4,2015,2.33651431
2,4,2015,2.32870129
3,4,2015,2.30777844
4,4,2015,2.37582113
5,4,2015,2.4168376
6,4,2015,2.39886832
7,4,2015,2.36654355
8,4,2015,2.00270841
9,4,2015,2.16174724
10,4,2015,2.37743781
11,4,2015,2.43362689
12,4,2015,2.45075331
13,4,2015,2.5209064
14,4,2015,2.3191096
15,4,2015,2.5420967
16,4,2015,2.5338411
17,4,2015,2.25387611
18,4,2015,2.53910504
19,4,2015,2.24466339
20,4,2015,1.44487923
21,4,2015,2.14604717
22,4,2015,2.2074299
23,4,2015,2.27600487
24,4,2015,2.34934606
25,4,2015,2.40873006
26,4,2015,2.42361377
27,4,2015,2.4504771
28,4,2015,2.44587722
29,4,2015,2.46620311
30,4,2015,2.46869508
1,5,2015,2.46688305
2,5,2015,2.44389337
3,5,2015,2.44796723
4,5,2015,2.46793373
5,5,2015,2.50741302
6,5,2015,2.5255799
7,5,2015,2.55179358
8,5,2015,2.5554445
9,5,2015,2.55763653
10,5,2015,2.56506875
11,5,2015,2.56650655
12,5,2015,2.54800166
13,5,2015,2.54710139
14,5,2015,2.54512406
15,5,2015,2.55338415
16,5,2015,2.1058577
17,5,2015,2.54266054
18,5,2015,1.50743799
19,5,2015,2.33134662
20,5,2015,2.53672411
21,5,2015,2.53566118
22,5,2015,2.55914711
23,5,2015,2.5572555
24,5,2015,2.56302196
25,5,2015,2.5630321
26,5,2015,2.54861321
27,5,2015,2.55409511
28,5,2015,2.55115032
29,5,2015,2.55791863
30,5,2015,2.5700602
31,5,2015,1.99532829
1,6,2015,1.51327346
2,6,2015,2.3045244
3,6,2015,2.54196344
4,6,2015,2.53919415
5,6,2015,2.5434219
6,6,2015,2.58823697
7,6,2015,2.5949072
8,6,2015,1.12043795
9,6,2015,2.07349018
10,6,2015,2.19137371
11,6,2015,2.29791012
12,6,2015,2.40671073
13,6,2015,2.44338728
14,6,2015,2.42458171
15,6,2015,2.08250067
16,6,2015,2.44184639
17,6,2015,1.75550872
18,6,2015,1.46822066
19,6,2015,2.29385952
20,6,2015,1.38244655
21,6,2015,1.55408983
22,6,2015,2.06886464
23,6,2015,1.29070869
24,6,2015,1.83401515
25,6,2015,1.48978436
26,6,2015,1.88325691
27,6,2015,1.06253781
28,6,2015,1.51794485
29,6,2015,1.67817033
30,6,2015,1.6532668
1,7,2015,1.55156725
2,7,2015,1.58942674
3,7,2015,1.81854046
4,7,2015,1.74453425
5,7,2015,1.87397168
6,7,2015,1.8118813
7,7,2015,1.87808423
8,7,2015,1.88628355
9,7,2015,1.86924434
10,7,2015,1.90888775
11,7,2015,1.98968335
12,7,2015,2.08625034
13,7,2015,2.08869344
14,7,2015,2.09785099
15,7,2015,2.13982643
16,7,2015,2.22982273
17,7,2015,2.2295548
18,7,2015,2.2009467
19,7,2015,2.32730146
20,7,2015,2.34212811
21,7,2015,2.33282526
22,7,2015,2.42076317
23,7,2015,2.4472628
24,7,2015,2.5087334
25,7,2015,2.52146941
26,7,2015,2.56254951
27,7,2015,1.67659794
28,7,2015,2.50376333
29,7,2015,2.52718174
30,7,2015,1.9544273
31,7,2015,2.57344234
1,8,2015,2.58600074
2,8,2015,2.62673219
3,8,2015,2.64049606
4,8,2015,2.48242129
5,8,2015,2.6576588
6,8,2015,2.65381228
7,8,2015,2.67861477
8,8,2015,2.68503076
9,8,2015,2.6994492
10,8,2015,2.6742967
11,8,2015,1.88295771
12,8,2015,2.67440332
13,8,2015,2.70119845
14,8,2015,2.71972844
15,8,2015,2.73748374
16,8,2015,2.72556988
17,8,2015,2.72180773
18,8,2015,2.70665378
19,8,2015,2.72376837
20,8,2015,1.12781874
21,8,2015,2.5009677
22,8,2015,2.62459721
23,8,2015,2.61053976
24,8,2015,1.16308958
25,8,2015,2.54213132
26,8,2015,2.6145737
27,8,2015,2.69310362
28,8,2015,2.70942522
29,8,2015,2.74459806
30,8,2015,2.75258168
31,8,2015,2.77233461
1,9,2015,2.73538218
2,9,2015,2.75198886
3,9,2015,2.74678176
4,9,2015,2.77660042
5,9,2015,2.76833363
6,9,2015,2.81234622
7,9,2015,2.81443785
8,9,2015,2.815103
9,9,2015,2.80482385
10,9,2015,1.10857556
11,9,2015,2.74463274
12,9,2015,1.08028538
13,9,2015,2.3215385
14,9,2015,2.55028533
15,9,2015,2.67016107
16,9,2015,2.74017259
17,9,2015,2.80408312
18,9,2015,2.78586558
19,9,2015,2.82512715
20,9,2015,2.80764718
21,9,2015,2.79125105
22,9,2015,2.78877406
23,9,2015,2.81015952
24,9,2015,2.7543651
25,9,2015,2.8237076
26,9,2015,2.83140424
27,9,2015,2.86802256
28,9,2015,2.8826657
29,9,2015,1.04892865
30,9,2015,1.81299049
1,10,2015,1.2607817
2,10,2015,1.09413829
3,10,2015,1.20438965
4,10,2015,1.70791748
5,10,2015,1.81609544
6,10,2015,1.96887316
7,10,2015,2.04091464
8,10,2015,2.09601293
9,10,2015,1.86777005
10,10,2015,2.08772277
11,10,2015,2.09462495
12,10,2015,2.03607785
13,10,2015,2.14263251
14,10,2015,2.17314384
15,10,2015,2.20975078
16,10,2015,2.30349135
17,10,2015,2.30849735
18,10,2015,2.51017904
19,10,2015,2.55821084
20,10,2015,2.66679615
21,10,2015,2.68924838
22,10,2015,2.76580964
23,10,2015,2.75470383
24,10,2015,2.79875182
25,10,2015,2.80209616
26,10,2015,2.84993716
27,10,2015,2.77212591
28,10,2015,1.17146918
29,10,2015,2.41846012
30,10,2015,2.52535743
31,10,2015,2.49802884
1,11,2015,2.70534232
2,11,2015,2.75182124
3,11,2015,2.73237264
4,11,2015,2.82673612
5,11,2015,2.48910055
6,11,2015,2.8141873
7,11,2015,2.82573726
8,11,2015,2.80747102
9,11,2015,1.62790713
10,11,2015,1.41681505
11,11,2015,2.41142618
12,11,2015,1.90616152
13,11,2015,2.51071653
14,11,2015,2.60762114
15,11,2015,2.67168442
16,11,2015,2.74740048
17,11,2015,2.76018362
18,11,2015,2.77948044
19,11,2015,1.77418197
20,11,2015,2.70115539
21,11,2015,2.71658914
22,11,2015,2.76726896
23,11,2015,2.77598894
24,11,2015,2.83214478
25,11,2015,2.84394562
26,11,2015,2.91617601
27,11,2015,2.90952941
28,11,2015,2.94562952
29,11,2015,1.80346867
30,11,2015,2.36956859
1,12,2015,1.367032
2,12,2015,1.61152358
3,12,2015,2.0960472
4,12,2015,2.16413814
5,12,2015,2.23730561
6,12,2015,2.40490307
7,12,2015,2.42130497
8,12,2015,2.48180252
9,12,2015,2.47631063
10,12,2015,2.50863733
11,12,2015,2.52263599
12,12,2015,2.46070848
13,12,2015,2.54333363
14,12,2015,2.46934552
15,12,2015,2.51905374
16,12,2015,2.60097939
17,12,2015,1.71359393
18,12,2015,2.58096357
19,12,2015,2.63867778
20,12,2015,2.71476768
21,12,2015,2.76990649
22,12,2015,2.24249485
23,12,2015,1.53383589
24,12,2015,2.16330099
25,12,2015,1.50070502
26,12,2015,1.7540906
27,12,2015,1.8937012
28,12,2015,1.71412677
29,12,2015,1.53219611
30,12,2015,1.83841003
31,12,2015,1.98193315
1,1,2016,2.05302708
2,1,2016,2.07256682
3,1,2016,2.11359034
4,1,2016,2.14425457
5,1,2016,2.15082623
6,1,2016,2.14031322
7,1,2016,2.14369415
8,1,2016,2.17357698
9,1,2016,1.91050617
10,1,2016,1.59327486
11,1,2016,2.00622985
12,1,2016,2.09153602
13,1,2016,2.17415175
14,1,2016,2.24175192
15,1,2016,1.77730838
16,1,2016,2.10712735
17,1,2016,2.24086516
18,1,2016,2.32242245
19,1,2016,2.37977905
20,1,2016,2.38949296
21,1,2016,2.43815083
22,1,2016,2.42799338
23,1,2016,2.44475443
24,1,2016,2.4740177
25,1,2016,2.30853432
26,1,2016,2.54020948
27,1,2016,2.60324776
28,1,2016,2.62191254
29,1,2016,2.68073385
30,1,2016,2.6993893
31,1,2016,2.76197875
1,2,2016,2.41400563
2,2,2016,2.67520642
3,2,2016,1.63337846
4,2,2016,2.31757218
5,2,2016,2.4033857
6,2,2016,2.52446928
7,2,2016,2.6075887
8,2,2016,2.61999636
9,2,2016,2.12255433
10,2,2016,2.60485559
11,2,2016,2.68447945
12,2,2016,2.67985425
13,2,2016,2.73545974
14,2,2016,2.73908689
15,2,2016,2.74921242
16,2,2016,1.68442323
17,2,2016,2.20270102
18,2,2016,2.44393309
19,2,2016,2.52087695
20,2,2016,2.59485504
21,2,2016,2.00116969
22,2,2016,2.34313411
23,2,2016,1.68172329
24,2,2016,1.59026976
25,2,2016,1.8152938
26,2,2016,1.9953792
27,2,2016,2.07679229
28,2,2016,2.15759007
29,2,2016,2.19367284
1,3,2016,2.24888161
2,3,2016,2.03900498
3,3,2016,2.2660015
4,3,2016,2.12879581
5,3,2016,2.29367054
6,3,2016,2.31883396
7,3,2016,2.31368001
8,3,2016,2.32749795
9,3,2016,2.35552053
10,3,2016,2.41782046
11,3,2016,2.47504113
12,3,2016,2.5290438
13,3,2016,1.93105227
14,3,2016,1.79213958
15,3,2016,2.42612934
16,3,2016,2.48388503
17,3,2016,2.50871871
18,3,2016,2.59833499
19,3,2016,2.01368903
20,3,2016,2.54281707
21,3,2016,2.59109977
22,3,2016,2.63695654
23,3,2016,2.63439539
24,3,2016,2.63662769
25,3,2016,2.65742305
26,3,2016,2.67450152
27,3,2016,2.66262953
28,3,2016,1.91987241
29,3,2016,2.60222636
30,3,2016,2.62977781
31,3,2016,2.67317516
1,4,2016,2.67952513
2,4,2016,2.34460596
3,4,2016,2.69028621
4,4,2016,2.37069515
5,4,2016,2.66666726
6,4,2016,2.69108711
7,4,2016,1.44145862
8,4,2016,2.11698364
9,4,2016,1.82716653
10,4,2016,2.19466401
11,4,2016,2.27037731
12,4,2016,2.29981996
13,4,2016,2.38733314
14,4,2016,2.41903743
15,4,2016,2.43907004
16,4,2016,2.46313476
17,4,2016,2.47174042
18,4,2016,2.48449297
19,4,2016,2.46490861
20,4,2016,2.45961522
21,4,2016,2.48075064
22,4,2016,2.4971864
23,4,2016,2.38239944
24,4,2016,2.54800843
25,4,2016,2.56391018
26,4,2016,2.57135146
27,4,2016,2.56137035
28,4,2016,2.32167048
29,4,2016,2.58748245
30,4,2016,2.58783056
1,5,2016,1.8149792
2,5,2016,1.85177026
3,5,2016,2.00173084
4,5,2016,2.35067715
5,5,2016,2.49021728
6,5,2016,1.33569139
7,5,2016,1.98593687
8,5,2016,2.07062212
9,5,2016,2.16413132
10,5,2016,2.0319802
11,5,2016,1.9778454
12,5,2016,2.26033392
13,5,2016,2.23658105
14,5,2016,2.08449785
15,5,2016,2.2490701
16,5,2016,2.32008709
17,5,2016,2.01308894
18,5,2016,2.29533886
19,5,2016,2.31658614
20,5,2016,2.405991
21,5,2016,1.88781782
22,5,2016,2.11628589
23,5,2016,1.8960651
24,5,2016,2.43848715
25,5,2016,2.4821116
26,5,2016,2.52708535
27,5,2016,2.54844378
28,5,2016,2.56110386
29,5,2016,1.93567309
30,5,2016,2.54486498
31,5,2016,2.56518569
1,6,2016,2.56890246
2,6,2016,2.60301375
3,6,2016,2.44672485
4,6,2016,2.5850537
5,6,2016,1.67905435
6,6,2016,2.56786816
7,6,2016,2.56707252
8,6,2016,2.57360771
9,6,2016,2.62084546
10,6,2016,2.6074048
11,6,2016,2.62014408
12,6,2016,2.63836141
13,6,2016,2.63702316
14,6,2016,2.64981961
15,6,2016,2.02920968
16,6,2016,2.08542052
17,6,2016,2.63200935
18,6,2016,2.64408882
19,6,2016,2.65294594
20,6,2016,2.65077565
21,6,2016,1.60530043
22,6,2016,2.66262667
23,6,2016,1.70587575
24,6,2016,2.59016135
25,6,2016,2.64060548
26,6,2016,2.6460493
27,6,2016,2.6811096
28,6,2016,1.75794458
29,6,2016,2.6088153
30,6,2016,2.65716296
1,7,2016,2.63239851
2,7,2016,2.6998081
3,7,2016,2.68143311
4,7,2016,1.93972821
5,7,2016,1.71188978
6,7,2016,2.61526976
7,7,2016,2.62410898
8,7,2016,2.64606112
9,7,2016,2.66792121
10,7,2016,2.69806622
11,7,2016,2.67377711
12,7,2016,2.72504861
13,7,2016,2.70480635
14,7,2016,2.71521855
15,7,2016,2.72101821
16,7,2016,2.73637527
17,7,2016,2.70690544
18,7,2016,2.67698762
19,7,2016,2.70022022
20,7,2016,2.71501906
21,7,2016,2.63614493
22,7,2016,2.64867781
23,7,2016,2.62217282
24,7,2016,2.59198171
25,7,2016,2.06070736
26,7,2016,2.64880274
27,7,2016,2.66027708
28,7,2016,1.68312641
29,7,2016,1.18378446
30,7,2016,0.83131341
31,7,2016,1.42380799
1,8,2016,1.50741614
2,8,2016,1.50500627
3,8,2016,1.73957376
4,8,2016,1.78376644
5,8,2016,1.85187043
6,8,2016,1.82955004
7,8,2016,1.83010611
8,8,2016,1.86780924
9,8,2016,1.89453998
10,8,2016,1.80561852
11,8,2016,1.73825215
12,8,2016,1.69874514
13,8,2016,1.81934811
14,8,2016,1.23847825
15,8,2016,1.17929563
16,8,2016,1.98946312
17,8,2016,1.17538707
18,8,2016,1.8813279
19,8,2016,2.04846598
20,8,2016,2.05374367
21,8,2016,1.65952341
22,8,2016,2.20165976
23,8,2016,2.23890006
24,8,2016,2.3193814
25,8,2016,2.32113876
26,8,2016,2.34769511
27,8,2016,2.33040352
28,8,2016,2.38306165
29,8,2016,2.40598033
30,8,2016,2.46777157
31,8,2016,2.010516
1,9,2016,1.82196904
2,9,2016,2.51848469
3,9,2016,2.52219739
4,9,2016,2.62198897
5,9,2016,2.66300826
6,9,2016,2.7366848
7,9,2016,2.73139795
8,9,2016,2.75633509
9,9,2016,2.74063902
10,9,2016,2.76903727
11,9,2016,2.78042425
12,9,2016,2.8063514
13,9,2016,2.79893777
14,9,2016,2.84014929
15,9,2016,2.79993286
16,9,2016,2.85400118
17,9,2016,2.83643616
18,9,2016,2.86736303
19,9,2016,2.69507611
20,9,2016,2.86330694
21,9,2016,2.84396694
22,9,2016,2.87806196
23,9,2016,2.85867853
24,9,2016,2.8788103
25,9,2016,2.8886674
26,9,2016,2.90712148
27,9,2016,2.90764301
28,9,2016,2.16970163
29,9,2016,1.05455261
30,9,2016,1.64650031
1,10,2016,1.35292981
2,10,2016,2.33711976
3,10,2016,2.47452719
4,10,2016,2.60124533
5,10,2016,2.56965654
6,10,2016,2.69827736
7,10,2016,2.6593517
8,10,2016,2.62055816
9,10,2016,2.68689843
10,10,2016,2.69301501
11,10,2016,2.61356128
12,10,2016,2.70900961
13,10,2016,2.71316642
14,10,2016,2.79089451
15,10,2016,2.84674475
16,10,2016,2.93658788
17,10,2016,2.94282712
18,10,2016,2.97423342
19,10,2016,2.99718879
20,10,2016,2.9877188
21,10,2016,2.08082971
22,10,2016,2.99730454
23,10,2016,2.98748032
24,10,2016,3.0267823
25,10,2016,3.02508456
26,10,2016,3.03922569
27,10,2016,2.53989246
28,10,2016,3.05924657
